Class_Name,Image,Target
n01484850,n01484850/sketch_35.JPEG,2
n01484850,n01484850/sketch_36.JPEG,2
n01484850,n01484850/sketch_37.JPEG,2
n01484850,n01484850/sketch_38.JPEG,2
n01484850,n01484850/sketch_4.JPEG,2
n01484850,n01484850/sketch_40.JPEG,2
n01484850,n01484850/sketch_42.JPEG,2
n01484850,n01484850/sketch_44.JPEG,2
n01484850,n01484850/sketch_47.JPEG,2
n01484850,n01484850/sketch_48.JPEG,2
n01484850,n01484850/sketch_49.JPEG,2
n01484850,n01484850/sketch_5.JPEG,2
n01484850,n01484850/sketch_7.JPEG,2
n01484850,n01484850/sketch_8.JPEG,2
n01484850,n01484850/sketch_9.JPEG,2
n01484850,n01484850/sketch_13_ed.jpg,2
n01484850,n01484850/sketch_13_ed_2.jpg,2
n01484850,n01484850/sketch_20_ed.jpg,2
n01484850,n01484850/sketch_20_ed_2.jpg,2
n01484850,n01484850/sketch_29_ed.jpg,2
n01484850,n01484850/sketch_30_ed.jpg,2
n01484850,n01484850/sketch_36_ed.jpg,2
n01484850,n01484850/sketch_36_ed_2.jpg,2
n01484850,n01484850/sketch_40_ed.jpg,2
n01484850,n01484850/sketch_47_ed.jpg,2
n01484850,n01484850/sketch_7_ed_1.jpg,2
n01484850,n01484850/sketch_7_ed_2.jpg,2
n01494475,n01494475/sketch_12.JPEG,3
n01494475,n01494475/sketch_14.JPEG,3
n01494475,n01494475/sketch_15.JPEG,3
n01494475,n01494475/sketch_16.JPEG,3
n01494475,n01494475/sketch_17.JPEG,3
n01494475,n01494475/sketch_19.JPEG,3
n01494475,n01494475/sketch_2.JPEG,3
n01494475,n01494475/sketch_22.JPEG,3
n01494475,n01494475/sketch_24.JPEG,3
n01494475,n01494475/sketch_25.JPEG,3
n01494475,n01494475/sketch_28.JPEG,3
n01494475,n01494475/sketch_29.JPEG,3
n01494475,n01494475/sketch_32.JPEG,3
n01494475,n01494475/sketch_33.JPEG,3
n01494475,n01494475/sketch_35.JPEG,3
n01494475,n01494475/sketch_36.JPEG,3
n01494475,n01494475/sketch_38.JPEG,3
n01494475,n01494475/sketch_39.JPEG,3
n01494475,n01494475/sketch_41.JPEG,3
n01494475,n01494475/sketch_43.JPEG,3
n01494475,n01494475/sketch_44.JPEG,3
n01494475,n01494475/sketch_45.JPEG,3
n01494475,n01494475/sketch_46.JPEG,3
n01494475,n01494475/sketch_48.JPEG,3
n01494475,n01494475/sketch_5.JPEG,3
n01494475,n01494475/sketch_6.JPEG,3
n01494475,n01494475/sketch_7.JPEG,3
n01494475,n01494475/sketch_8.JPEG,3
n01494475,n01494475/sketch_9.JPEG,3
n01494475,n01494475/sketch_19_ed.jpg,3
n01494475,n01494475/sketch_24_ed.jpg,3
n01494475,n01494475/sketch_25_ed.jpg,3
n01494475,n01494475/sketch_2_ed.jpg,3
n01494475,n01494475/sketch_2_ed_2.jpg,3
n01494475,n01494475/sketch_2_ed_3.jpg,3
n01494475,n01494475/sketch_36_ed.jpg,3
n01494475,n01494475/sketch_38_ed.jpg,3
n01494475,n01494475/sketch_38_ed_2.jpg,3
n01494475,n01494475/sketch_38_ed_3.jpg,3
n01494475,n01494475/sketch_38_ed_4.jpg,3
n01494475,n01494475/sketch_38_ed_5.jpg,3
n01494475,n01494475/sketch_38_ed_6.jpg,3
n01494475,n01494475/sketch_46_ed.jpg,3
n01494475,n01494475/sketch_6_ed.jpg,3
n01496331,n01496331/sketch_0.JPEG,4
n01496331,n01496331/sketch_10.JPEG,4
n01496331,n01496331/sketch_11.JPEG,4
n01496331,n01496331/sketch_12.JPEG,4
n01496331,n01496331/sketch_15.JPEG,4
n01496331,n01496331/sketch_16.JPEG,4
n01496331,n01496331/sketch_17.JPEG,4
n01496331,n01496331/sketch_18.JPEG,4
n01496331,n01496331/sketch_19.JPEG,4
n01496331,n01496331/sketch_21.JPEG,4
n01496331,n01496331/sketch_22.JPEG,4
n01496331,n01496331/sketch_24.JPEG,4
n01496331,n01496331/sketch_27.JPEG,4
n01496331,n01496331/sketch_28.JPEG,4
n01496331,n01496331/sketch_31.JPEG,4
n01496331,n01496331/sketch_34.JPEG,4
n01496331,n01496331/sketch_35.JPEG,4
n01496331,n01496331/sketch_36.JPEG,4
n01496331,n01496331/sketch_38.JPEG,4
n01496331,n01496331/sketch_39.JPEG,4
n01496331,n01496331/sketch_40.JPEG,4
n01496331,n01496331/sketch_43.JPEG,4
n01496331,n01496331/sketch_45.JPEG,4
n01496331,n01496331/sketch_47.JPEG,4
n01496331,n01496331/sketch_49.JPEG,4
n01496331,n01496331/sketch_50.JPEG,4
n01496331,n01496331/sketch_7.JPEG,4
n01496331,n01496331/sketch_8.JPEG,4
n01496331,n01496331/sketch_9.JPEG,4
n01496331,n01496331/sketch_18_ed.jpg,4
n01496331,n01496331/sketch_31_ed.jpg,4
n01496331,n01496331/sketch_7_ed.jpg,4
n01496331,n01496331/sketch_8_ed.jpg,4
n01514668,n01514668/sketch_0.JPEG,5
n01514668,n01514668/sketch_10.JPEG,5
n01514668,n01514668/sketch_11.JPEG,5
n01514668,n01514668/sketch_12.JPEG,5
n01514668,n01514668/sketch_13.JPEG,5
n01514668,n01514668/sketch_14.JPEG,5
n01514668,n01514668/sketch_15.JPEG,5
n01514668,n01514668/sketch_16.JPEG,5
n01514668,n01514668/sketch_17.JPEG,5
n01514668,n01514668/sketch_19.JPEG,5
n01514668,n01514668/sketch_21.JPEG,5
n01514668,n01514668/sketch_23.JPEG,5
n01514668,n01514668/sketch_25.JPEG,5
n01514668,n01514668/sketch_27.JPEG,5
n01514668,n01514668/sketch_28.JPEG,5
n01514668,n01514668/sketch_29.JPEG,5
n01514668,n01514668/sketch_30.JPEG,5
n01514668,n01514668/sketch_33.JPEG,5
n01514668,n01514668/sketch_34.JPEG,5
n01514668,n01514668/sketch_37.JPEG,5
n01514668,n01514668/sketch_39.JPEG,5
n01514668,n01514668/sketch_4.JPEG,5
n01514668,n01514668/sketch_41.JPEG,5
n01514668,n01514668/sketch_43.JPEG,5
n01514668,n01514668/sketch_44.JPEG,5
n01514668,n01514668/sketch_46.JPEG,5
n01514668,n01514668/sketch_48.JPEG,5
n01514668,n01514668/sketch_5.JPEG,5
n01514668,n01514668/sketch_6.JPEG,5
n01514668,n01514668/sketch_7.JPEG,5
n01514668,n01514668/sketch_8.JPEG,5
n01514668,n01514668/sketch_0_ed.jpg,5
n01514668,n01514668/sketch_10_ed.jpg,5
n01514668,n01514668/sketch_11_ed.jpg,5
n01514668,n01514668/sketch_13_ed.jpg,5
n01514668,n01514668/sketch_14_ed.jpg,5
n01514668,n01514668/sketch_15_ed.jpg,5
n01514668,n01514668/sketch_16_ed.jpg,5
n01514668,n01514668/sketch_17_ed.jpg,5
n01514668,n01514668/sketch_23_ed.jpg,5
n01514668,n01514668/sketch_27_ed.jpg,5
n01514668,n01514668/sketch_28_ed.jpg,5
n01514668,n01514668/sketch_43_ed.jpg,5
n01514668,n01514668/sketch_43_ed_2.jpg,5
n01514668,n01514668/sketch_43_ed_3.jpg,5
n01514668,n01514668/sketch_44_ed.jpg,5
n01514668,n01514668/sketch_46_ed.jpg,5
n01514668,n01514668/sketch_4_ed.jpg,5
n01514668,n01514668/sketch_5_ed.jpg,5
n01514668,n01514668/sketch_6_ed.jpg,5
n01518878,n01518878/sketch_0.JPEG,6
n01518878,n01518878/sketch_1.JPEG,6
n01518878,n01518878/sketch_10.JPEG,6
n01518878,n01518878/sketch_12.JPEG,6
n01518878,n01518878/sketch_14.JPEG,6
n01518878,n01518878/sketch_16.JPEG,6
n01518878,n01518878/sketch_21.JPEG,6
n01518878,n01518878/sketch_22.JPEG,6
n01518878,n01518878/sketch_23.JPEG,6
n01518878,n01518878/sketch_25.JPEG,6
n01518878,n01518878/sketch_3.JPEG,6
n01518878,n01518878/sketch_32.JPEG,6
n01518878,n01518878/sketch_34.JPEG,6
n01518878,n01518878/sketch_35.JPEG,6
n01518878,n01518878/sketch_37.JPEG,6
n01518878,n01518878/sketch_38.JPEG,6
n01518878,n01518878/sketch_39.JPEG,6
n01518878,n01518878/sketch_4.JPEG,6
n01518878,n01518878/sketch_41.JPEG,6
n01518878,n01518878/sketch_42.JPEG,6
n01518878,n01518878/sketch_43.JPEG,6
n01518878,n01518878/sketch_44.JPEG,6
n01518878,n01518878/sketch_45.JPEG,6
n01518878,n01518878/sketch_46.JPEG,6
n01518878,n01518878/sketch_47.JPEG,6
n01518878,n01518878/sketch_49.JPEG,6
n01518878,n01518878/sketch_5.JPEG,6
n01518878,n01518878/sketch_6.JPEG,6
n01518878,n01518878/sketch_8.JPEG,6
n01518878,n01518878/sketch_9.JPEG,6
n01518878,n01518878/sketch_0_ed.jpg,6
n01518878,n01518878/sketch_0_ed_2.jpg,6
n01518878,n01518878/sketch_0_ed_3.jpg,6
n01518878,n01518878/sketch_0_ed_4.jpg,6
n01518878,n01518878/sketch_25_ed.jpg,6
n01518878,n01518878/sketch_25_ed_2.jpg,6
n01518878,n01518878/sketch_25_ed_3.jpg,6
n01518878,n01518878/sketch_49_ed.jpg,6
n01518878,n01518878/sketch_49_ed_2.jpg,6
n01518878,n01518878/sketch_49_ed_3.jpg,6
n01518878,n01518878/sketch_49_ed_4.jpg,6
n01518878,n01518878/sketch_6_ed.jpg,6
n01518878,n01518878/sketch_9_ed.jpg,6
n01518878,n01518878/sketch_9_ed_2.jpg,6
n01518878,n01518878/sketch_9_ed_3.jpg,6
n01518878,n01518878/sketch_9_ed_4.jpg,6
n01518878,n01518878/sketch_9_ed_5.jpg,6
n01530575,n01530575/sketch_0.JPEG,7
n01530575,n01530575/sketch_1.JPEG,7
n01530575,n01530575/sketch_11.JPEG,7
n01530575,n01530575/sketch_12.JPEG,7
n01530575,n01530575/sketch_14.JPEG,7
n01530575,n01530575/sketch_17.JPEG,7
n01530575,n01530575/sketch_18.JPEG,7
n01530575,n01530575/sketch_21.JPEG,7
n01530575,n01530575/sketch_22.JPEG,7
n01530575,n01530575/sketch_23.JPEG,7
n01530575,n01530575/sketch_24.JPEG,7
n01530575,n01530575/sketch_25.JPEG,7
n01530575,n01530575/sketch_27.JPEG,7
n01530575,n01530575/sketch_28.JPEG,7
n01530575,n01530575/sketch_29.JPEG,7
n01530575,n01530575/sketch_31.JPEG,7
n01530575,n01530575/sketch_34.JPEG,7
n01530575,n01530575/sketch_37.JPEG,7
n01530575,n01530575/sketch_38.JPEG,7
n01530575,n01530575/sketch_39.JPEG,7
n01530575,n01530575/sketch_4.JPEG,7
n01530575,n01530575/sketch_40.JPEG,7
n01530575,n01530575/sketch_41.JPEG,7
n01530575,n01530575/sketch_43.JPEG,7
n01530575,n01530575/sketch_44.JPEG,7
n01530575,n01530575/sketch_45.JPEG,7
n01530575,n01530575/sketch_47.JPEG,7
n01530575,n01530575/sketch_48.JPEG,7
n01530575,n01530575/sketch_49.JPEG,7
n01530575,n01530575/sketch_7.JPEG,7
n01530575,n01530575/sketch_11_ed.jpg,7
n01530575,n01530575/sketch_11_ed_2.jpg,7
n01530575,n01530575/sketch_11_ed_3.jpg,7
n01530575,n01530575/sketch_11_ed_4.jpg,7
n01530575,n01530575/sketch_12_ed.jpg,7
n01530575,n01530575/sketch_14_ed.jpg,7
n01530575,n01530575/sketch_14_ed_2.jpg,7
n01530575,n01530575/sketch_18_ed.jpg,7
n01530575,n01530575/sketch_18_ed_2.jpg,7
n01530575,n01530575/sketch_18_ed_3.jpg,7
n01530575,n01530575/sketch_18_ed_4.jpg,7
n01530575,n01530575/sketch_18_ed_5.jpg,7
n01530575,n01530575/sketch_1_ed.jpg,7
n01530575,n01530575/sketch_1_ed_2.jpg,7
n01530575,n01530575/sketch_23_ed.jpg,7
n01530575,n01530575/sketch_23_ed_2.jpg,7
n01530575,n01530575/sketch_23_ed_3.jpg,7
n01530575,n01530575/sketch_23_ed_4.jpg,7
n01530575,n01530575/sketch_23_ed_5.jpg,7
n01530575,n01530575/sketch_23_ed_6.jpg,7
n01530575,n01530575/sketch_23_ed_7.jpg,7
n01530575,n01530575/sketch_23_ed_8.jpg,7
n01530575,n01530575/sketch_23_ed_9.jpg,7
n01530575,n01530575/sketch_24_ed.jpg,7
n01530575,n01530575/sketch_25_ed.jpg,7
n01530575,n01530575/sketch_25_ed_2.jpg,7
n01530575,n01530575/sketch_27_ed.jpg,7
n01530575,n01530575/sketch_27_ed_2.jpg,7
n01530575,n01530575/sketch_27_ed_3.jpg,7
n01530575,n01530575/sketch_34_ed.jpg,7
n01530575,n01530575/sketch_34_ed_2.jpg,7
n01530575,n01530575/sketch_34_ed_3.jpg,7
n01530575,n01530575/sketch_38_ed.jpg,7
n01530575,n01530575/sketch_38_ed_2.jpg,7
n01530575,n01530575/sketch_38_ed_3.jpg,7
n01530575,n01530575/sketch_38_ed_4.jpg,7
n01530575,n01530575/sketch_38_ed_5.jpg,7
n01530575,n01530575/sketch_38_ed_6.jpg,7
n01530575,n01530575/sketch_38_ed_7.jpg,7
n01530575,n01530575/sketch_38_ed_8.jpg,7
n01530575,n01530575/sketch_40_ed.jpg,7
n01530575,n01530575/sketch_7_ed.jpg,7
n01530575,n01530575/sketch_7_ed_2.jpg,7
n01531178,n01531178/sketch_0.JPEG,8
n01531178,n01531178/sketch_1.JPEG,8
n01531178,n01531178/sketch_10.JPEG,8
n01531178,n01531178/sketch_14.JPEG,8
n01531178,n01531178/sketch_18.JPEG,8
n01531178,n01531178/sketch_19.JPEG,8
n01531178,n01531178/sketch_2.JPEG,8
n01531178,n01531178/sketch_20.JPEG,8
n01531178,n01531178/sketch_21.JPEG,8
n01531178,n01531178/sketch_22.JPEG,8
n01531178,n01531178/sketch_24.JPEG,8
n01531178,n01531178/sketch_25.JPEG,8
n01531178,n01531178/sketch_28.JPEG,8
n01531178,n01531178/sketch_30.JPEG,8
n01531178,n01531178/sketch_31.JPEG,8
n01531178,n01531178/sketch_33.JPEG,8
n01531178,n01531178/sketch_35.JPEG,8
n01531178,n01531178/sketch_36.JPEG,8
n01531178,n01531178/sketch_37.JPEG,8
n01531178,n01531178/sketch_38.JPEG,8
n01531178,n01531178/sketch_39.JPEG,8
n01531178,n01531178/sketch_40.JPEG,8
n01531178,n01531178/sketch_41.JPEG,8
n01531178,n01531178/sketch_43.JPEG,8
n01531178,n01531178/sketch_46.JPEG,8
n01531178,n01531178/sketch_47.JPEG,8
n01531178,n01531178/sketch_49.JPEG,8
n01531178,n01531178/sketch_50.JPEG,8
n01531178,n01531178/sketch_6.JPEG,8
n01531178,n01531178/sketch_8.JPEG,8
n01531178,n01531178/sketch_9.JPEG,8
n01531178,n01531178/sketch_18_ed.jpg,8
n01531178,n01531178/sketch_18_ed_2.jpg,8
n01531178,n01531178/sketch_18_ed_3.jpg,8
n01531178,n01531178/sketch_18_ed_4.jpg,8
n01531178,n01531178/sketch_18_ed_5.jpg,8
n01531178,n01531178/sketch_1_ed.jpg,8
n01531178,n01531178/sketch_1_ed_2.jpg,8
n01531178,n01531178/sketch_1_ed_3.jpg,8
n01531178,n01531178/sketch_1_ed_4.jpg,8
n01531178,n01531178/sketch_1_ed_5.jpg,8
n01531178,n01531178/sketch_21_ed.jpg,8
n01531178,n01531178/sketch_31_ed.jpg,8
n01531178,n01531178/sketch_31_ed_2.jpg,8
n01531178,n01531178/sketch_31_ed_3.jpg,8
n01531178,n01531178/sketch_31_ed_4.jpg,8
n01531178,n01531178/sketch_31_ed_5.jpg,8
n01531178,n01531178/sketch_37_ed.jpg,8
n01531178,n01531178/sketch_37_ed_2.jpg,8
n01531178,n01531178/sketch_37_ed_3.jpg,8
n01531178,n01531178/sketch_37_ed_4.jpg,8
n01531178,n01531178/sketch_37_ed_5.jpg,8
n01531178,n01531178/sketch_38_ed.jpg,8
n01531178,n01531178/sketch_38_ed_2.jpg,8
n01531178,n01531178/sketch_43_ed.jpg,8
n01531178,n01531178/sketch_47_ed.jpg,8
n01531178,n01531178/sketch_47_ed_2.jpg,8
n01531178,n01531178/sketch_47_ed_3.jpg,8
n01531178,n01531178/sketch_47_ed_4.jpg,8
n01532829,n01532829/sketch_0.JPEG,9
n01532829,n01532829/sketch_1.JPEG,9
n01532829,n01532829/sketch_10.JPEG,9
n01532829,n01532829/sketch_11.JPEG,9
n01532829,n01532829/sketch_13.JPEG,9
n01532829,n01532829/sketch_14.JPEG,9
n01532829,n01532829/sketch_15.JPEG,9
n01532829,n01532829/sketch_16.JPEG,9
n01532829,n01532829/sketch_17.JPEG,9
n01532829,n01532829/sketch_19.JPEG,9
n01532829,n01532829/sketch_20.JPEG,9
n01532829,n01532829/sketch_22.JPEG,9
n01532829,n01532829/sketch_24.JPEG,9
n01532829,n01532829/sketch_26.JPEG,9
n01532829,n01532829/sketch_28.JPEG,9
n01532829,n01532829/sketch_3.JPEG,9
n01532829,n01532829/sketch_33.JPEG,9
n01532829,n01532829/sketch_37.JPEG,9
n01532829,n01532829/sketch_38.JPEG,9
n01532829,n01532829/sketch_39.JPEG,9
n01532829,n01532829/sketch_41.JPEG,9
n01532829,n01532829/sketch_44.JPEG,9
n01532829,n01532829/sketch_46.JPEG,9
n01532829,n01532829/sketch_47.JPEG,9
n01532829,n01532829/sketch_48.JPEG,9
n01532829,n01532829/sketch_49.JPEG,9
n01532829,n01532829/sketch_5.JPEG,9
n01532829,n01532829/sketch_50.JPEG,9
n01532829,n01532829/sketch_7.JPEG,9
n01532829,n01532829/sketch_9.JPEG,9
n01532829,n01532829/sketch_10_ed.jpg,9
n01532829,n01532829/sketch_10_ed_2.jpg,9
n01532829,n01532829/sketch_10_ed_3.jpg,9
n01532829,n01532829/sketch_10_ed_4.jpg,9
n01532829,n01532829/sketch_10_ed_5.jpg,9
n01532829,n01532829/sketch_10_ed_6.jpg,9
n01532829,n01532829/sketch_10_ed_7.jpg,9
n01532829,n01532829/sketch_10_ed_8.jpg,9
n01532829,n01532829/sketch_16_ed.jpg,9
n01532829,n01532829/sketch_24_ed.jpg,9
n01532829,n01532829/sketch_24_ed_2.jpg,9
n01532829,n01532829/sketch_28_ed.jpg,9
n01532829,n01532829/sketch_28_ed_2.jpg,9
n01532829,n01532829/sketch_44_ed.jpg,9
n01534433,n01534433/sketch_1.JPEG,10
n01534433,n01534433/sketch_10.JPEG,10
n01534433,n01534433/sketch_13.JPEG,10
n01534433,n01534433/sketch_14.JPEG,10
n01534433,n01534433/sketch_15.JPEG,10
n01534433,n01534433/sketch_17.JPEG,10
n01534433,n01534433/sketch_18.JPEG,10
n01534433,n01534433/sketch_19.JPEG,10
n01534433,n01534433/sketch_2.JPEG,10
n01534433,n01534433/sketch_20.JPEG,10
n01534433,n01534433/sketch_25.JPEG,10
n01534433,n01534433/sketch_26.JPEG,10
n01534433,n01534433/sketch_30.JPEG,10
n01534433,n01534433/sketch_34.JPEG,10
n01534433,n01534433/sketch_35.JPEG,10
n01534433,n01534433/sketch_36.JPEG,10
n01534433,n01534433/sketch_37.JPEG,10
n01534433,n01534433/sketch_38.JPEG,10
n01534433,n01534433/sketch_40.JPEG,10
n01534433,n01534433/sketch_41.JPEG,10
n01534433,n01534433/sketch_42.JPEG,10
n01534433,n01534433/sketch_43.JPEG,10
n01534433,n01534433/sketch_44.JPEG,10
n01534433,n01534433/sketch_47.JPEG,10
n01534433,n01534433/sketch_5.JPEG,10
n01534433,n01534433/sketch_50.JPEG,10
n01534433,n01534433/sketch_6.JPEG,10
n01534433,n01534433/sketch_7.JPEG,10
n01534433,n01534433/sketch_9.JPEG,10
n01534433,n01534433/sketch_15_ed.jpg,10
n01534433,n01534433/sketch_15_ed_2.jpg,10
n01534433,n01534433/sketch_1_ed.jpg,10
n01534433,n01534433/sketch_1_ed_2.jpg,10
n01534433,n01534433/sketch_25_Ed.jpg,10
n01534433,n01534433/sketch_37_ed.jpg,10
n01534433,n01534433/sketch_40_ed.jpg,10
n01534433,n01534433/sketch_40_ed_2.jpg,10
n01534433,n01534433/sketch_42_ed.jpg,10
n01534433,n01534433/sketch_42_ed_2.jpg,10
n01534433,n01534433/sketch_5_ed.jpg,10
n01537544,n01537544/sketch_0.JPEG,11
n01537544,n01537544/sketch_1.JPEG,11
n01537544,n01537544/sketch_11.JPEG,11
n01537544,n01537544/sketch_13.JPEG,11
n01537544,n01537544/sketch_14.JPEG,11
n01537544,n01537544/sketch_16.JPEG,11
n01537544,n01537544/sketch_17.JPEG,11
n01537544,n01537544/sketch_2.JPEG,11
n01537544,n01537544/sketch_20.JPEG,11
n01537544,n01537544/sketch_21.JPEG,11
n01537544,n01537544/sketch_24.JPEG,11
n01537544,n01537544/sketch_28.JPEG,11
n01537544,n01537544/sketch_32.JPEG,11
n01537544,n01537544/sketch_34.JPEG,11
n01537544,n01537544/sketch_35.JPEG,11
n01537544,n01537544/sketch_36.JPEG,11
n01537544,n01537544/sketch_37.JPEG,11
n01537544,n01537544/sketch_38.JPEG,11
n01537544,n01537544/sketch_39.JPEG,11
n01537544,n01537544/sketch_4.JPEG,11
n01537544,n01537544/sketch_40.JPEG,11
n01537544,n01537544/sketch_41.JPEG,11
n01537544,n01537544/sketch_42.JPEG,11
n01537544,n01537544/sketch_43.JPEG,11
n01537544,n01537544/sketch_44.JPEG,11
n01537544,n01537544/sketch_46.JPEG,11
n01537544,n01537544/sketch_48.JPEG,11
n01537544,n01537544/sketch_5.JPEG,11
n01537544,n01537544/sketch_9.JPEG,11
n01537544,n01537544/sketch_46_ed.jpg,11
n01558993,n01558993/sketch_0.JPEG,12
n01558993,n01558993/sketch_1.JPEG,12
n01558993,n01558993/sketch_11.JPEG,12
n01558993,n01558993/sketch_12.JPEG,12
n01558993,n01558993/sketch_15.JPEG,12
n01558993,n01558993/sketch_18.JPEG,12
n01558993,n01558993/sketch_2.JPEG,12
n01558993,n01558993/sketch_22.JPEG,12
n01558993,n01558993/sketch_24.JPEG,12
n01558993,n01558993/sketch_25.JPEG,12
n01558993,n01558993/sketch_26.JPEG,12
n01558993,n01558993/sketch_27.JPEG,12
n01558993,n01558993/sketch_3.JPEG,12
n01558993,n01558993/sketch_30.JPEG,12
n01558993,n01558993/sketch_31.JPEG,12
n01558993,n01558993/sketch_33.JPEG,12
n01558993,n01558993/sketch_34.JPEG,12
n01558993,n01558993/sketch_36.JPEG,12
n01558993,n01558993/sketch_37.JPEG,12
n01558993,n01558993/sketch_39.JPEG,12
n01558993,n01558993/sketch_4.JPEG,12
n01558993,n01558993/sketch_40.JPEG,12
n01558993,n01558993/sketch_49.JPEG,12
n01558993,n01558993/sketch_6.JPEG,12
n01558993,n01558993/sketch_9.JPEG,12
n01558993,n01558993/sketch_17_ed.jpg,12
n01558993,n01558993/sketch_17_ed_2.jpg,12
n01558993,n01558993/sketch_17_ed_3.jpg,12
n01558993,n01558993/sketch_17_ed_4.jpg,12
n01558993,n01558993/sketch_29_ed.jpg,12
n01558993,n01558993/sketch_29_ed_2.jpg,12
n01558993,n01558993/sketch_29_ed_3.jpg,12
n01558993,n01558993/sketch_29_ed_4.jpg,12
n01558993,n01558993/sketch_41_ed.jpg,12
n01558993,n01558993/sketch_41_ed_2.jpg,12
n01558993,n01558993/sketch_41_ed_3.jpg,12
n01558993,n01558993/sketch_44_ed.jpg,12
n01558993,n01558993/sketch_44_ed_2.jpg,12
n01558993,n01558993/sketch_44_ed_3.jpg,12
n01558993,n01558993/sketch_8_ed.jpg,12
n01558993,n01558993/sketch_8_ed_2.jpg,12
n01558993,n01558993/sketch_8_ed_3.jpg,12
n01580077,n01580077/sketch_0.JPEG,13
n01580077,n01580077/sketch_10.JPEG,13
n01580077,n01580077/sketch_11.JPEG,13
n01580077,n01580077/sketch_13.JPEG,13
n01580077,n01580077/sketch_14.JPEG,13
n01580077,n01580077/sketch_15.JPEG,13
n01580077,n01580077/sketch_20.JPEG,13
n01580077,n01580077/sketch_21.JPEG,13
n01580077,n01580077/sketch_22.JPEG,13
n01580077,n01580077/sketch_23.JPEG,13
n01580077,n01580077/sketch_24.JPEG,13
n01580077,n01580077/sketch_28.JPEG,13
n01580077,n01580077/sketch_29.JPEG,13
n01580077,n01580077/sketch_3.JPEG,13
n01580077,n01580077/sketch_31.JPEG,13
n01580077,n01580077/sketch_33.JPEG,13
n01580077,n01580077/sketch_34.JPEG,13
n01580077,n01580077/sketch_35.JPEG,13
n01580077,n01580077/sketch_39.JPEG,13
n01580077,n01580077/sketch_40.JPEG,13
n01580077,n01580077/sketch_42.JPEG,13
n01580077,n01580077/sketch_43.JPEG,13
n01580077,n01580077/sketch_44.JPEG,13
n01580077,n01580077/sketch_45.JPEG,13
n01580077,n01580077/sketch_47.JPEG,13
n01580077,n01580077/sketch_48.JPEG,13
